title,link,keywords,views,thumbnails,channel_name,channel_id,publish_date,description
"[스포츠 영상] 케냐 킵초게, 남자 마라톤 2연패 달성 (2021.08.08/뉴스데스크/MBC)",/watch?v=PfZ5e0-qxcM,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|케냐|킵초게|마라톤|도쿄올림픽,11070,https://i.ytimg.com/vi/PfZ5e0-qxcM/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"케냐의 킵초게 선수가 2시간 8분 38초의 기록으로 남자 마라톤 올림픽 2연패를 달성했습니다. 우리 심종섭 선수도 2시간 20분 36초로 완주에 성공했습니다.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292007_34936.html

#케냐, #킵초게, #마라톤"
"비수도권 확산‥ ""4차 대유행 장기화 우려"" - [LIVE] MBC 930뉴스 2021년 08월 09일",/watch?v=FH455KdmpJA,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|930뉴스|12시뉴스|930|12시,7551,https://i.ytimg.com/vi/FH455KdmpJA/sddefault.jpg?v=61107147,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"비수도권 확산‥ ""4차 대유행 장기화 우려"" - [LIVE] MBC 930뉴스 2021년 08월 09일


""뉴스는 삶이다”

함께 분노하고, 함께 감시하고, 함께 연대하고, 함께 응원합니다. 

MBC뉴스데스크는 매일 저녁 7시 40분부터 저녁 9시까지 80분 동안 진행되며,

당일 핵심 뉴스를 다루는 1부와 심층 기획물을 보도하는 2부로 나뉘어 방송됩니다.

[평일]
05시 58분 MBC 뉴스투데이 1부
06시 25분 MBC 뉴스투데이 2부
09시 35분 MBC 930뉴스
12시 00분 MBC 12뉴스 
13시 50분 MBC 뉴스외전
17시 00분 MBC 5뉴스
19시 40분 MBC 뉴스데스크 1부
20시 30분 MBC 뉴스데스크 2부

[토요일]
07시 00분 MBC 뉴스투데이
12시 00분 MBC 뉴스
19시 55분 MBC 뉴스데스크

[일요일]
07시 00분 MBC 뉴스
12시 00분 MBC 뉴스
19시 50분 MBC 뉴스데스크


라이브 시각은 유튜브 편성 기준이며 당일 TV편성에 따라 달라질 수 있습니다.
MBC 뉴스는 페이스북을 통해서도 보실 수 있습니다,
https://www.facebook.com/MBCnews/
카테고리       뉴스/정치


#930뉴스 #비수도권확산 #코로나19"
17일 간의 감동 드라마…'모두가 주인공' (2021.08.08/뉴스데스크/MBC),/watch?v=d_hFgJG78Xo,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|도쿄올림픽|국가대표|김제덕|안산|황선우|우상혁|이다빈|조구함|신유빈|선수|태극마크,2680,https://i.ytimg.com/vi/d_hFgJG78Xo/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"도쿄올림픽이 잠시 뒤 폐막됩니다. 17일간 우리를 웃고 울게 했던 선수들의 감동적인 모습들을 남효정 기자가 돌아봤습니다.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292005_34936.html

#도쿄올림픽, #국가대표, #태극마크"
"폭염에 화마와 싸우는 소방관들, 그들이 길바닥에 누울 수 밖에 없는 이유[LIVE]MBC 뉴스프리데스크 2021년 8월 9일",/watch?v=ZLeJR1fqhbI,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|930뉴스|12시뉴스|930|12시,2492,https://i.ytimg.com/vi/ZLeJR1fqhbI/sddefault.jpg?v=6110e004,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"후리(Free~~)하게 프리(Pre~~)하게 만나는 MBC [뉴스데스크] 미리보기!! 

노재필 기자와 김민호 아나운서가 40분 먼저 [뉴스데스크]의 알맹이를 쏙쏙 전해드립니다.

오늘은 회복차량 문제를 취재한 조재영 기자가 출연해, 무더위 속에서 화마와 사투를 벌인 소방관들에게 제대로 된 쉴 곳조차 없는 제공되지 않는, 열악한 현실을 고발합니다.

""뉴스는 삶이다”

함께 분노하고, 함께 감시하고, 함께 연대하고, 함께 응원합니다. 

MBC뉴스데스크는 매일 저녁 7시 40분부터 저녁 9시까지 80분 동안 진행되며,

당일 핵심 뉴스를 다루는 1부와 심층 기획물을 보도하는 2부로 나뉘어 방송됩니다.

[평일]
05시 58분 MBC 뉴스투데이 1부
06시 25분 MBC 뉴스투데이 2부
09시 35분 MBC 930뉴스
12시 00분 MBC 12뉴스 
13시 50분 MBC 뉴스외전
17시 00분 MBC 5뉴스
19시 40분 MBC 뉴스데스크 1부
20시 30분 MBC 뉴스데스크 2부

[토요일]
07시 00분 MBC 뉴스투데이
12시 00분 MBC 뉴스
19시 55분 MBC 뉴스데스크

[일요일]
07시 00분 MBC 뉴스
12시 00분 MBC 뉴스
19시 50분 MBC 뉴스데스크

라이브 시각은 유튜브 편성 기준이며 당일 TV편성에 따라 달라질 수 있습니다.
MBC 뉴스는 페이스북을 통해서도 보실 수 있습니다,
https://www.facebook.com/MBCnews/"
2021 MBC 신입사원 공개채용ㅣ8.4 ~ 8.17ㅣPD & 기자 & 촬영감독 & 경영지원 & 엔지니어,/watch?v=zXEj7IsVuMA,MBC|신입사원|공채|공개채용|방송국|피디|피디 공채|기자|카메라맨|테스트|PD|언론고시|언시,2310,https://i.ytimg.com/vi/zXEj7IsVuMA/sddefault.jpg,엠뚜루마뚜루 : MBC 공식 종합 채널,UCiwQRG2sCcfjKkgxMEdJGPg,2021-08-08,"2021 MBC 신입사원 공개채용 
자세한 사항은 👉 https://recruit.mbc.co.kr:1004/main/index

#MBC #신입사원 #공개채용"
"MBC ""Music Core"" Introduces New MC's Stray Kids Lee Know And NCT Jungwoo",/watch?v=uedkQ_pekzY,MBC Music Core|MBC Korea|MBC Music Core New MC|Music Core New MC|MBC Music Core New MC Stray Kids lee know and NCT Jungwoo|Music Core New MC Stray Kids Lee Know And NCT Jungwoo|New MC lee know and jungwoo|Music Core New MC Lee Know and Jungwoo|Music Core Kim Minju|Music Core Trio Kim Minju Lee Know Jungwoo|South Korea|N-KoneK,2362,https://i.ytimg.com/vi/uedkQ_pekzY/hqdefault.jpg,N-KoneK,UCr3Xm9pFcZzXM3HC2VmRwTg,2021-08-08,"DISCLAIMER:
This video is intended for entertainment or information purposes only. Nothing Personal.

All credits belong to the rightful and respective owner.

FAIR USE:
No Copyright Infringement Intended.

COPYRIGHT DISCLAIMER UNDER SECTION 107 OF THE COPYRIGHT ACT 1976 - Allowance is made for ""Fair Use"" for purposes such as criticism, comments, news reporting, teaching, scholarship and research. Fair Use is a use permitted by copyright statute that might otherwise infringing. Non-profit, educational or personal use tips the balance in favor of fair use.

Thank you.

#MBC
#MusicCore
#NewMC
#StrayKidsLeeKnow
#NCTJungwoo
#KimMinju
#SouthKorea
#NKoneK"
[주몽] 동굴감옥에서 만나게 되는 아버지 해모수와 아들 주몽 (MBC060606),/watch?v=9Z9lvLBv_rI,주몽|이재용|송일국|한혜진|송지효|활|사극|옛드|고구려|활쏘기|역사|mbc|영웅|고조선|백제|감옥|양궁|후예|아버지와아들,1061,https://i.ytimg.com/vi/9Z9lvLBv_rI/sddefault.jpg,옛드 : 옛날 드라마 [드라맛집],UCG5bAssl2H0wjLG4BEv5ScQ,2021-08-09,"Jumong(주몽), EP15, MBC TV
고조선 멸망 시기부터 고구려 건국 시기까지를 배경으로, 주몽의 일대기를 그린 드라마 

주몽 FULL버전 다시보기
▶ WAVVE로 go go!
https://www.wavve.com/player/vod?programid=M_T64212G&page=1
▶ imbc.com 
http://playvod.imbc.com/Vod/VodPlay?broadcastId=1000164100002100000

#mbc #옛드 #고구려"
"[이런법이] 한밤중 ""빌려간 돈 갚아라""…이것도 선 넘은 독촉? / JTBC 뉴스룸",/watch?v=2RLqt8eu2gU,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|오대영|한민용|이런법이|돈|떼인 돈|선넘은 독촉|독촉문자 처벌|독촉 처벌 가능|채권추심법|주변인 압박|야간 연락|독촉 전화|독촉 가능 시간,91004,https://i.ytimg.com/vi/2RLqt8eu2gU/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"돈 빌려 가고 안 갚는 사람, 괘씸하단 생각에 화부터 나죠. 그런데 아무리 화가 나도 빌려준 사람이 오히려 처벌받을 수 있기 때문에 절대 하면 안 되는 행동이 있습니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/293/NB12019293.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#강현석기자 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
"[걸어서 인터뷰ON] 윤희숙 ""윤석열·최재형, 공부 안 됐으면 다음 대선 나와야"" (2021.08.08 / JTBC 뉴스룸)",/watch?v=oazh8Qgpzyg,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|오대영|안나경|한민용|걸어서 인터뷰|국민의힘|국민의힘 경선|국민의힘 대선 후보|윤희숙|임차인|나는 임차인입니다|윤희숙 출마|윤희숙 출마 선언|윤희숙 공약|윤희숙 이혼|윤희숙 재산|윤희숙 경력|국민의힘 윤희숙,60119,https://i.ytimg.com/vi/oazh8Qgpzyg/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"더불어민주당 대선 주자들의 공약을 꼼꼼히 따지며 저격수 역할을 해온 국민의힘 윤희숙 예비후보가 당내 윤석열·최재형 두 후보를 강도높게 비판했습니다. '""정책공부가 안 됐으면 준비해서 다음 대선에 나오라'""고 직격탄을 날렸습니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/287/NB12019287.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#전용우기자 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
[자막뉴스] 한 공간에만 있었는데…'단 4분만에' 델타 변이 감염됐다 / JTBC News,/watch?v=10v6kDH-mdo,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|코로나19|코로나|코로나 신규|신규 확진|신규 확진자|누적 확진자|비수도권|수도권|COVID|COVID19|방역|거리두기|거리두기 단계|거리두기 4단계|수도권 감염|거리두기 연장|영업제한|백신|백신 접종,6284,https://i.ytimg.com/vi/10v6kDH-mdo/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"급기야 부산은 10일 화요일부터 거리두기를 4단계로 올리기로 했습니다. 또 전남 목포에선 델타 변이의 무서움을 보여주는 사례가 하나 더 나왔는데, 한 공간에 딱 4분 같이 있었다고 감염됐습니다.

📌 더 많은 자막뉴스 보기 : https://bit.ly/3i9uXQC

▶ 기사 전문 https://news.jtbc.joins.com/html/296/NB12019296.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#유한울기자 #JTBC뉴스룸 

☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
[풀영상] 코로나19 통합뉴스룸 : 18~49살 오늘부터 접종 예약 – 2021년 8월 9일(월) 09:30~ / KBS,/watch?v=nkl8kgfzo-0,KBS|뉴스|특보|풀영상,4947,https://i.ytimg.com/vi/nkl8kgfzo-0/sddefault.jpg,KBS News,UCcQTRi69dsVYHN3exePtZ1A,2021-08-08,"KBS1, KBS2TV에서 선별된 뉴스, 시사, 다큐멘터리 프로그램들을 365일 24시간 실시간으로 전해드립니다.     

▣ 실시간 편성정보(Schedule) : https://goo.gl/DRTpbv

▣ KBS 뉴스 보기
 ◇ PC : http://news.kbs.co.kr
 ◇ 모바일 : http://mn.kbs.co.kr

▣ 제보안내
 ◇ 카카오톡에서 'KBS뉴스' 검색
 ◇ 전화: 02-781-1234
 ◇ 홈페이지: https://goo.gl/4bWbkG
 ◇ 이메일: kbs1234@kbs.co.kr

▣ KBS뉴스 유튜브 구독하기 : https://goo.gl/qCWZjZ
▣ KBS뉴스 유튜브 커뮤니티 : https://goo.gl/6yko39"
또 방역 일탈…한강 선상 카페서 '노마스크 파티' / JTBC 뉴스룸,/watch?v=Py40uNMkmvo,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|오대영|한민용|마스크 미착용|노마스크|방역 방해|방역 일탈|노마스크 파티|압구정 선상 카페|한강 루프탑 카페|한강 루프탑 카페 파티|유흥시설 방역|파티|방역 위반|무개념 파티,4045,https://i.ytimg.com/vi/Py40uNMkmvo/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"이렇게 델타 변이가 무서운 기세로 퍼지고 있는데 방역 지침 어기고 유흥 즐기는 사람들, 꼭 있습니다. 지난 번엔 호텔 수영장에서 파티가 벌어지더니, 이번엔 한강 선상 카페입니다. 마스크도 안 쓰고 파티 즐기던 사람들이 또 무더기로 적발됐습니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/295/NB12019295.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#조승현기자 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
[백브리핑] 도쿄올림픽에서 펼친 2016년 김연경 선수의 굳은 각오 / JTBC 뉴스룸,/watch?v=XbzZIBtsbvs,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|김연경|배구|올림픽 배구|여자배구 올림픽|2016년 김연경 인터뷰|4년전 각오|김연경 4년전 인터뷰,3057,https://i.ytimg.com/vi/XbzZIBtsbvs/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"오늘(8일) 여자 배구 세르비아와 동메달 결정전 끝나고 김연경 선수, 눈시울이 붉어졌죠.

그간 국가대표로 활약했던 모든 순간이 스쳐지나갔을 겁니다.

이 모습 보면서 5년 전 리우올림픽 끝나고 2016년 12월에 제가 직접 김연경 선수 인터뷰했었는데, 그 때 김연경 선수가 했던 말이 떠올라서 준비해봤습니다.

옆에 서니까 키 차이가 꽤 나죠? JTBC가 당시 2016년을 빛낸 인물로 김연경 선수를 선정했습니다.

영광스럽게도 제가 그 상패를 전해 주러 갔었죠.

당시 김연경 선수, 리우올림픽 8강전 패배를 되돌아보면서 도쿄올림픽에 대한 의지를 설명했습니다.

""저도 이제 내년, 2017년에 서른이 되기 때문에…""
""한국 나이로..""
""네, 한국 나이로""
""그런 얘기 한 적 있어요. 도쿄올림픽도 충분히 뛸 수 있다…""
""4년이라는 시간이 또 있으니까 얼마만큼 제가 관리를 잘해서 팀에 보탬이 될 수 있냐니까. 지금부터 잘 관리를 해서 올림픽에서 또 좋은 모습 보여드릴 수 있도록 해야겠죠.""

올림픽이 1년 늦게 열렸으니까요.

4년이 아니라 5년이라는 시간 동안 올림픽에 나설 수 있는 기량을 유지하기 위해 얼마나 철저하게 자기 관리를 해왔을지 쉽게 상상하긴 어렵습니다.

2021년 여름, 김연경 선수, 그리고 우리 여자 배구가 있어서 참 행복했습니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/288/NB12019288.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#박진규기자 #백브리핑 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
"[자막뉴스] 음악에 맞춰 들썩들썩…단속반이 덮친 한강 선상 카페, 현장은 가관 / JTBC News",/watch?v=ETT8d9rUwrs,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|마스크 미착용|노마스크|방역 방해|방역 일탈|노마스크 파티|압구정 선상 카페|한강 루프탑 카페|한강 루프탑 카페 파티|유흥시설 방역|파티|방역 위반|무개념 파티,2182,https://i.ytimg.com/vi/ETT8d9rUwrs/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"이렇게 델타 변이가 무서운 기세로 퍼지고 있는데 방역 지침 어기고 유흥 즐기는 사람들, 꼭 있습니다. 지난 번엔 호텔 수영장에서 파티가 벌어지더니, 이번엔 한강 선상 카페입니다. 마스크도 안 쓰고 파티 즐기던 사람들이 또 무더기로 적발됐습니다.

📌 더 많은 자막뉴스 보기 : https://bit.ly/3i9uXQC

▶ 기사 전문 https://news.jtbc.joins.com/html/295/NB12019295.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#조승현기자 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
8월 8일 (일) 뉴스룸 엔딩곡 (BGM : 그대에게- 신해철)  / JTBC 뉴스룸,/watch?v=B81bKDdJgVo,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|뉴스룸 노래|뉴스룸 배경곡|뉴스룸 브금|뉴스룸 BGM|뉴스룸 음악|뉴스룸 클로징|뉴스룸 엔딩곡|뉴스룸 끝곡|JTBC BGM|JTBC 클로징|JTBC 음악|BGM|OST|뉴스룸 OST|엔딩|클로징|그대에게|신해철,2318,https://i.ytimg.com/vi/B81bKDdJgVo/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"뉴스룸, 저희가 준비한 소식은 여기까지입니다.

오늘도 시청해주신 여러분 고맙습니다.

▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)
#JTBC뉴스 공식 페이지 
(홈페이지) http://news.jtbc.co.kr
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF 

방송사 : JTBC (http://www.jtbc.co.kr)"
[백브리핑] ① 물고기 왕국  ② 2016년 김연경의 각오 / JTBC 뉴스룸,/watch?v=flan3pJ2KtA,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|오대영|안나경|한민용|국민의힘|국민의힘 경선|국민의힘 대선 후보|윤희숙|윤석열|윤희숙 의원 페이스북|윤석열 무단결석|윤석열 돌고래,2006,https://i.ytimg.com/vi/flan3pJ2KtA/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"뉴스 뒤에 숨은 이야기 백브리핑 시작합니다.

백브리핑 0:00
첫 번째 키워드 ① 물고기 왕국  0:05
두 번째 키워드 ② 2016년 김연경의 각오 2:23

▶ 기사 전문 https://news.jtbc.joins.com/html/288/NB12019288.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#박진규기자 #백브리핑 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
[영상구성] 역대 주말 최고치…비수도권 첫 700명대 / JTBC 뉴스룸,/watch?v=jsTKt7peZ24,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|오대영|안나경|한민용|코로나19|코로나|코로나 신규|신규 확진|신규 확진자|누적 확진자|비수도권|수도권|COVID|COVID19|방역|거리두기|거리두기 단계|거리두기 4단계|수도권 감염|거리두기 연장|영업제한|백신|백신 접종,1349,https://i.ytimg.com/vi/jsTKt7peZ24/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"코로나19 신규 확진자 1729명 (8일 0시 기준)

역대 주말 기준 최고 수치

비수도권 확산세 늘어

4차 대유행 이후 최고치 703명

도심은 비어도 북적이는 휴가지

[권덕철/보건복지부 장관 : 휴가지에서 복귀하는 분들의 진단검사 건수가 증가하고 있고… 집단감염이 발생하여 다시 확산세로 돌아설 조짐마저 (보이고 있습니다.)]

대표적 휴가지 부산, 모레부터 4단계 긴급 격상

해운대 등 해수욕장 22일까지 모두 폐쇄

방역 수위는 높아지는데…곳곳 파고드는 바이러스
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
이재용 삼성전자 부회장 가석방 심사위 9일 개최 / JTBC 아침&,/watch?v=NEFk2bAFb98,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|서복현|안나경|한민용|사면|박근혜 사면|이재용 사면|가석방|문재인|사면론|대통령 사면|대통령 사면론|문재인 지지율|문 대통령|박근혜 대통령 사면|이재용 부회장 사면|이명박 사면,1265,https://i.ytimg.com/vi/NEFk2bAFb98/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"법무부가 국정농단 사건으로 징역 2년 6개월을 선고받은 이재용 삼성전자 부회장의 가석방 여부를 오늘(9일) 심의합니다. 가석방이 결정되면 13일쯤 출소할 걸로 전해지는데, 현재 이 부회장 관련해서 계열사 부당합병 등 다른 재판들이 진행 중이어서 만약 이번에 풀려나더라도 온전한 경영 활동이 어렵다는 전망도 나옵니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/322/NB12019322.html

☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
