video_info_title,video_info_link,video_info_keywords,video_info_views,video_info_thumbnails,video_info_author,video_info_channelId,video_info_publish_date,video_info_description,video_info_summary_data
복사기 옆 여직원·불법 입국 '바이러스'…정부 홍보물도 '차별' (2021.08.10/뉴스데스크/MBC),/watch?v=4GqtBvXwJ9w,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|정부 홍보물|차별|혐오,2088,https://i.ytimg.com/vi/4GqtBvXwJ9w/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-10,"지금 보고 계시는 이 그림은 법무부 공식 블로그에 올라온 일러스트인데요.
직장 내 모습을 그린 건데, 보시는 것처럼 남자 직원들은 회의를 하고 있는 반면 여자 직원은 한쪽에서 복사 업무를 하고 있죠?
인권위가 이 일러스트에 대해서 여성을 부수적이고 주변적인 존재로 묘사했다고 판단했습니다.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292555_34936.html

#정부, #홍보물, #차별",주변적인 직원들은
"[시선집중][B-CUT NEWS] '뭉쳐야찬다2' 카바디 이장군 선수가 사비로 단복을 사야했던 진짜 이유 - 헬마우스 임경빈 (작가), MBC 210810 방송",/watch?v=U7UEMpcsEHE,MBC|MBC라디오|라디오|AM|FM|95.9|시사|정치|사회|이슈|마봉춘|RADIO|MBC RADIO|표준FM|뉴스|선거|라디오시사|mbc라디오시사|엠비씨라디오,13137,https://i.ytimg.com/vi/U7UEMpcsEHE/hqdefault.jpg,MBC라디오,UCTTmtS2ljy1vyl_s-d_LEHQ,2021-08-09,"2021년 08월 10일 [김종배의 시선집중]

| 출연 : 헬마우스 임경빈 (작가)

#카바디 #국가대표단복 #보조금횡령 #카바디국가대표 #대한체육회
#비컷뉴스 #헬마우스 #임경빈 #시선집중

| 김종배의 시선집중 홈페이지 |
http://www.imbc.com/broad/radio/fm/look/",카바디국가대표 국가대표단복
"""북한 지령 받아 F-35A 도입 반대""…혐의 부인 (2021.08.10/뉴스투데이/MBC)",/watch?v=o_2rl5HSSLY,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|북한|지령|대남공작조직원,2896,https://i.ytimg.com/vi/o_2rl5HSSLY/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"국정원과 경찰이 미국 스텔스 전투기 F-35A 도입을 반대하는 운동을 한 충북 청주지역 활동가들을 간첩 혐의를 적용해 구속하고 수사를 이어가고 있습니다. 

https://imnews.imbc.com/replay/2021/nwtoday/article/6292320_34943.html
#북한, #지령, #대남공작조직원",활동가들을 대남공작조직원
안정환x최용수 | 왕유치한 장난으로 꺄르르~ 신선한 쉥션🐟 찾는 용수와 정환 티키타카 모음 | 안싸우면 다행이야 | TVPP |  MBC 210510 방송,/watch?v=qArRUa0e1o8,MBC|people|TVPP|티비피피|티비피플|안정환|최용수|현주엽|허재|김병지|우지원|붐|황도|안다행|야생|자연인|절친|자급자족|안다행 스페셜|안싸우면 다행이야 스페셜|스페셜|환장의 조합|하이라이트|안싸우면 다행이야|용수형|안싸우면다행이야,10400,https://i.ytimg.com/vi/qArRUa0e1o8/sddefault.jpg,TV-People,UC1cWTErb7vw_UmmuB0dYgsQ,2021-08-09,#TVPP #안정환 #최용수 #안싸우면다행이야,안싸우면 왕유치한
"박범계, '이재용 특혜' 거듭 부인…여당 내에서도 비판 (2021.08.10/뉴스데스크/MBC)",/watch?v=scMKTr5y9js,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|이재용 가석방|삼성|박범계|법무부,5139,https://i.ytimg.com/vi/scMKTr5y9js/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-10,"이재용 삼성전자 부회장 가석방 결정에 대한 후폭풍이 거세게 일고 있습니다. 
어제 가석방을 승인한 박범계 법무 장관은 오늘도 '특혜 논란'을 거듭 부인했는데요. 하지만 시민사회 단체와 진보 진영은 물론이고, 여당 내에서도 비판이 잇따르고 있습니다.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292551_34936.html

#이재용가석방, #삼성, #박범계",뉴스데스크 이재용가석방
[스포츠 영상] '이런 블로킹도 있습니다' (2021.08.10/뉴스데스크/MBC),/watch?v=jZNf97CQVjg,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|농구|NBA|서머리그|블록슛,1463,https://i.ytimg.com/vi/jZNf97CQVjg/hqdefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-10,"NBA 서머리그에서 나온 엄청난 블록슛인데요. 두 손으로 내리치는 자세가 독특하네요.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292576_34936.html

#농구, #NBA, #블록슛",정오뉴스 뉴스데스크
"'국정농단' 이재용 가석방…""국가 경제 상황 고려"" (2021.08.10/뉴스투데이/MBC)",/watch?v=BAe4eVhIh7k,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|이재용|가석방,1904,https://i.ytimg.com/vi/BAe4eVhIh7k/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"국정농단 사건으로 복역 중인 이재용 삼성전자 부회장이 이번 주 금요일 가석방으로 출소합니다. 
법무부는 국가경제 상황 등을 고려한 결정이었다고 밝혔는데, 특혜 논란도 여전합니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292317_34943.html
#이재용, #가석방, #국정농단",여전합니다 출소합니다
"[아무튼 출근! 선공개]14년차 베테랑 유꽃비 팀장, 영업 노하우 전격 공개?😲 초록병들의 전쟁터에서 승리하는 법!, MBC 210810 방송",/watch?v=7Ynv80C_arc,MBC|예능|아무튼출근|김구라|박선영|황광희|밥벌이브이로그|직장인|아무튼출근!|주류회사|영업팀|유꽃비,12467,https://i.ytimg.com/vi/7Ynv80C_arc/sddefault.jpg,MBCentertainment,UCiBr0bK06imaMbLc8sAEz0A,2021-08-09,"★★★More clips are available★★★

iMBC
http://www.imbc.com/broad/tv/ent/myworkingvlog/

WAVVE
https://www.wavve.com/player/vod?programid=M_T70613G",초록병들의 밥벌이브이로그
18~49세 접종 '10부제' 예약 시작…지연 없었다 (2021.08.10/뉴스투데이/MBC),/watch?v=PbFdajGWga4,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|백신 접종|사전예약|코로나19,2885,https://i.ytimg.com/vi/PbFdajGWga4/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"어제 오후 8시부터 18세에서 49세에 대한 백신 접종 사전예약이 시작됐습니다.
우려했던 예약지연 사태는 없었습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292315_34943.html
#백신접종, #사전예약, #코로나19",백신접종 뉴스데스크
"[이 시각 세계] 이란, 코로나 신규 확진·사망자 연일 '최다' (2021.08.10/뉴스투데이/MBC)",/watch?v=nfLf2iOc2Xo,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|이란|코로나19,4219,https://i.ytimg.com/vi/nfLf2iOc2Xo/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"이란에서 코로나19 일일 신규 확진자와 사망자 수가 연일 최다치를 경신하고 있습니다.

이란 보건부는 지난 9일 정오 기준 코로나19 신규 확진자는 4만 808명으로 역대 최다로 집계됐다고 밝혔는데요.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292331_34943.html
#이란, #코로나19, #이시각세계",아침뉴스 확진자는
"""모더나 8월 공급 절반만""…접종 간격 6주로 늘려 (2021.08.10/뉴스투데이/MBC)",/watch?v=Z3_5kinM5qs,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|코로나19|백신|모더나,3372,https://i.ytimg.com/vi/Z3_5kinM5qs/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"모더나사의 이번달 백신 물량 850만회 분의 절반 이상이 다음달 이후에 들어오게 됐습니다.정부는 화이자와 모더나의 2차 접종 간격을 현행 3~4주에서 6주로 늘리기로 했습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292323_34943.html
#코로나19, #백신, #모더나",아침뉴스 뉴스데스크
뜨거워진 바닷물…양식어류 237만 마리 떼죽음 (2021.08.10/뉴스투데이/MBC),/watch?v=7SYfv2A3sPQ,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|폭염|고수온|농어|폐사|지역M,3109,https://i.ytimg.com/vi/7SYfv2A3sPQ/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"폭염으로 바닷물 온도가 30도 까지 치솟으면서 양식어류 집단폐사가 이어지고 있습니다.
고수온 경보가 내려진 지 일주일 만에 경남에서만 물고기 237만 마리가 떼죽음을 당했습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292321_34943.html
#폭염, #고수온, #농어",경남에서만 뉴스데스크
[재택플러스] 친근해서…위로가 돼서…캐릭터 마케팅 열풍 (2021.08.10/뉴스투데이/MBC),/watch?v=UNKXoC213jA,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|캐릭터마케팅|라이언|꿈돌이|아기공룡둘리|포켓몬스터|재택플러스,2110,https://i.ytimg.com/vi/UNKXoC213jA/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"◀ 앵커 ▶

최근 유통업계에 다양한 캐릭터를 활용한 마케팅이 열풍이라고 합니다.

부진하던 제품의 매출을 올리는가 하면 잊혀졌던 상품을 부활시키기도 한다는데요,

오늘 +NOW에선 캐릭터 산업이 인기인 이유와 전망 살펴보겠습니다.

+NOW 지금 시작합니다. 

오늘은 이베스트투자증권, 오린아 연구원과 함께 하겠습니다. 

안녕하세요.

◀ 오린아/이베스트투자증권 연구원 ▶

안녕하세요.

◀ 앵커 ▶ 

'캐릭터' 상품하면 아이들 관련 제품으로 여겨졌는데, 성별·나이 불문하고 요즘 유통업계에선 캐릭터 마케팅이 활발하다면서요?

◀ 오린아/이베스트투자증권 연구원 ▶

'라이언'이라고 스마트폰 채팅 애플리케이션 쓰시는 분들은 다들 아실 텐데, 2016년 카카오에서 사자를 모티브로 한 캐릭터인데, 지금은 거의 국민 캐릭터 반열에 올랐습니다.

그 이전엔 뽀로로, 펭수, 아기상어 같은 캐릭터들이 아이들의 많은 사랑을 받으면서 유통업계에선 최고 대우를 받기도 했습니다.

이후 제2의 라이언과 펭수를 꿈꾸는 다양한 캐릭터들이 앞다퉈 등장하고 있습니다.

◀ 앵커 ▶

그런데 실제로 이런 캐릭터를 활용한 상품들이 매출 증가로도 이어지고 있나요?

◀ 오린아/이베스트투자증권 연구원 ▶

일부 캐릭터는 웬만한 연예인 못지않은 효과를 내고 있는 것으로 분석되고 있어요.

최근 한 주류업체의 두꺼비 캐릭터가 화제죠.

2년 전 처음 캐릭터를 도입하고서 반년여 만에 1억 병 판매라는 기록을 세웠는데 올해 4월까지 누적 판매량이 6억 5천만 병을 넘어섰고요.

한 의류업체의 경우 MZ세대를 겨냥한 캐릭터를 만들어 브랜드화했는데, 매출이 매년 꾸준한 상승세를 이어가고 있고요,

회사는 또 고객과의 소통 강화 차원에서 자체 이모티콘 같은 것도 꾸준히 개발해서 나눠주고 있는데, 출시될 때마다 7만 건이 넘는 다운로드 수요가 몰리고 있어요.

기업들이 이렇게까지 하는 이유는 잘 정착된 캐릭터는 제품 매출 향상 뿐만 아니라 향후 기업 마케팅에도 큰 경쟁력이 되기 때문인데요.

순정만화 캐릭터를 앞세운 한 유가공업체는 기업 SNS 계정 팔로워 수가 1년여 만에 9만 명에서 16만 명으로 두 배 가까이 늘기도 했는데, 향후 제품 출시에 있어서 적극적인 마케팅 대상이 확보된 셈이기 때문입니다. 

◀ 앵커 ▶

이런 캐릭터 개발, 단순히 예쁘고 귀엽고 해서 소비자들의 공감을 사는 건 아닐 테고, 최근 현상의 어떤 특징 같은 게 있을까요?

◀ 오린아/이베스트투자증권 연구원 ▶

과거에도 캐릭터를 앞세운 마케팅이 없었던 건 아닌데 요즘 캐릭터의 가장 큰 차이점은 스토리, 이야깃거리가 있다는 거에요.

앞서 보신 순정만화 주인공이나 두꺼비 캐릭터, 과거에도 있던 캐릭터를 다시 요즘 감성으로 재탄생시킨 건데, 그냥 겉모습만 바뀐 게 아니고 부활의 의미를 부여한 거죠.

요즘 코로나19로 힘든데 과거 어려운 시절을 이겨냈듯이 '다시 힘을 냅시다.' 이런 메시지가 녹아있다는 거죠.

◀ 앵커 ▶

단순히 제품 특징을 상징하거나 눈길 끌기 용이 아니라 사연을 갖고 소비자와 소통하려 한다, 이런 개념인가 보군요?

◀ 오린아/이베스트투자증권 연구원 ▶

그렇죠. 

기성세대들이 보기에 단편적이고 즉흥적인 거 같거나, 재밋거리만 찾는 것처럼 보이는 요즘 MZ세대는 스토리와 세계관을 중시하는 경향이 있어요.

최근 인기가 있었던 '펭수' 같은 경우에도 연습생 신분이었던 펭수가 유명 크리에이터로 성공하기까지의 여정을 담아낸 콘텐츠를 계속 생산해 내면서 '희망'의 아이콘으로 자리 잡았던 건데요,

◀ 앵커 ▶

이런 내러티브, 이야기를 담은 캐릭터들의 성공확률이 높다 보니 다양한 스토리를 담은 과거의 캐릭터들마저 부활하고 있는 거군요?

◀ 오린아/이베스트투자증권 연구원 ▶

거의 30년 전에 있었던 1993년 대전엑스포 공식 마스코트였던 꿈돌이가 최근 부활했는데, 후배 캐릭터 라이언의 성공을 보고 우주에서 다시 지구로 돌아왔다는 전개로 최근 다시 활동 중이고요.

아기공룡 둘리와 포켓 몬스터 같은 캐릭터들도 자신만의 이야기와 함께 식품 업계와 패션 업계에서 속속 활동을 재개하는 모습입니다.

◀ 앵커 ▶

이런 캐릭터 마케팅이 식품이나 의류업계에서만 활용되는 건 아닌 거 같아요?

◀ 오린아/이베스트투자증권 연구원 ▶

캐릭터가 기업의 이미지 또는 추구하는 가치관을 대변해주는 역할을 하게 되면서 경제산업 전반에서 활용도가 높아지고 있는 모습입니다.

예전에 한 보험사가 '걱정인형'이라는 캐릭터를 썼었죠? 

고객의 걱정을 대신 해 주는 인형이란 콘셉트였는데, 예기치 못한 사고나 불안한 미래에 대한 준비를 회사가 대신 해준다는 상품 설명이 그대로 잘 투영되면서 많은 사랑을 받았었죠.

최근에는 기업의 사회공헌 활동에도 캐릭터들이 적극 활용되는 모습인데요, 기업의 기부 활동에 캐릭터들이 등장하는 건 물론이고, 

고객이 기부에 동참할 경우 캐릭터 이름으로 공익재단에 기부하는 형태도 있고요, 미디어기업들도 캐릭터를 활용한 상품판매 수익금을 불우이웃이나 공익재단에 기부하며 공익 활동에 동참을 적극 유도하고 있는 모습입니다.

◀ 앵커 ▶

이런 국내 캐릭터 시장규모, 얼마나 되나요?

◀ 오린아/이베스트투자증권 연구원 ▶

한국콘텐츠진흥원의 자료를 보면요, 국내 캐릭터 시장규모는 현재 연평균 7.8%씩 성장하고 있는 것으로 분석되는데요.

3년 전에는 12조 원이었던 시장규모가 올해는 20조 원을 넘어설 것으로 전망되고 있습니다.

◀ 앵커 ▶

규모가 커지면 반대급부로 부작용도 염려되는데, 어떤 점을 좀 주의해야 할까요?

◀ 오린아/이베스트투자증권 연구원 ▶

아무래도 결국은 제품 가격 인상에 얼마나 영향을 미치느냐 일 텐데요.

이를테면 비싼 광고 모델을 써서 제품 가격이 오른다던지 마케팅 비용에 치중하느라 제품 경쟁력이 떨어진다던지 해서는 안되겠죠.

결국 이런 협업, 콜라보는 윈-윈 전략으로 이어졌을 때 효과가 더 커지는 만큼, 캐릭터는 그 자체로의 이야기를 진솔 되게 만들어나가는 노력이 있어야겠고, 기업들도 더 나은 제품을 개발했을 때 소비자의 관심이 계속될 수 있다는 걸 잘 기억해야 할 것 같습니다.

◀ 앵커 ▶

오늘은 이야기를 품은 캐릭터들이 유통업계에 새 바람을 일으키고 있다는 소식, 살펴봤습니다.

오늘 말씀 감사합니다.

◀ 오린아/이베스트투자증권 연구원 ▶

고맙습니다.

◀ 앵커 ▶

지금까지 재택플러스였습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292360_34943.html

#캐릭터마케팅, #라이언, #꿈돌이",이베스트투자증권 한국콘텐츠진흥원의
'델타 변이' 확산에 경기민감주 낙폭 두드러져 (2021.08.10/뉴스투데이/MBC),/watch?v=nEsDHvHhESU,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|미국|증시|나스닥|S&P500,1584,https://i.ytimg.com/vi/nEsDHvHhESU/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"◀ 앵커 ▶
신영증권 연결해 글로벌 증시 알아봅니다.
새벽에 끝난 미국 증시 상황 어땠습니까?

https://imnews.imbc.com/replay/2021/nwtoday/article/6292361_34943.html
#미국, #증시, #나스닥",알아봅니다 뉴스데스크
"이재용 가석방 긴급 타전…""정계·업계 극적 반전"" (2021.08.10/뉴스투데이/MBC)",/watch?v=g-_e8HbRpyQ,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|이재용|가석방,1267,https://i.ytimg.com/vi/g-_e8HbRpyQ/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"주요 외신들이 삼성전자 이재용 부회장의 가석방 소식을 속보로 전하며 비상한 관심을 나타냈습니다. 

https://imnews.imbc.com/replay/2021/nwtoday/article/6292348_34943.html
#이재용, #가석방, #삼성전자",뉴스데스크 정오뉴스
"[날씨] 말복, 힘 빠지는 더위…강한 소나기 대비 (2021.08.10/뉴스투데이/MBC)",/watch?v=7WiJiQVqhLk,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|날씨|말복|소나기,7709,https://i.ytimg.com/vi/7WiJiQVqhLk/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"바람결이 한결 선선해졌죠.
오늘 낮 더위도 한결 누그러지겠습니다.
오늘 내륙 지역의 대기가 불안정해지면서 언제 곧 소나기 구름이 만들어질 수 있겠는데요.
전국에 5에서 70mm가량의 비가 내릴 수 있겠고요.
일부 지역에는 국지적으로 시간당 50mm 이상의 매우 강한 비가 벼락과 돌풍을 동반해서 쏟아질 수 있겠습니다.
또 동쪽 내륙 지역을 중심으로 우박까지 떨어질 수 있어서 피해 없도록 주의해주셔야겠습니다.
말복인 오늘은 낮 동안에도 더위가 주춤하겠습니다.
수도권 등 서쪽 내륙 지역은 어제 폭염경보가 주의보로 한 단계 완화됐는데요.
여전히 후텁지근하기는 하겠지만 서울의 한낮 기온 30도, 광주가 31도 등으로 어제보다 2, 3도가량 떨어지겠고요.
동쪽 지역은 폭염특보가 완전히 해제됐습니다.
오늘 동해의 기온이 28도, 울산이 29도 등으로 어제보다 한결 더 선선하겠습니다.
현재 경기 북부와 경상도 일부 내륙 지역에는 소나기 구름이 만들어졌는데요.
점차 더 많은 지역에서 비가 내리겠습니다.
현재 서울의 기온 24.5도, 춘천이 21.8도, 대전이 25.4도 보이고 있고요.
한낮 기온은 서울과 춘천이 30도 대전이 31도가 예상됩니다.
남부 지역의 현재 기온은 대구가 21.3도, 안동이 21.2도, 부산이 23.5도 보이고 있고요.
한낮 기온은 안동이 29도, 부산이 30도가 예상됩니다.
태풍은 멀리 물러갔지만 오늘 동해안 지역은 여전히 너울성 파도를 주의해주셔야겠고요.
동해상으로는 물결이 최대 6m까지 높게 일겠습니다.
동풍의 영향으로 주 후반부터 다음 주 초까지 강원도에는 비가 오겠고요.
또 기압골의 영향을 받아서 충청과 남부 지역에도 비 소식이 잦겠습니다.
또 주 후반부터는 열대야 현상이 누그러지겠고요.
한낮 기온 30도 안팎까지 떨어질 전망입니다.
날씨였습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292362_34943.html

#날씨, #말복, #소나기",후텁지근하기는 불안정해지면서
"[이슈 완전정복] ""경제 고려, 이재용 가석방? 그럼 범죄 수사는 왜 했나?"" (2021.08.10/뉴스외전/MBC)",/watch?v=pbljGC97R-0,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|삼성전자|이재용|가석방|전광훈|목사|집회|기소,3651,https://i.ytimg.com/vi/pbljGC97R-0/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"김성훈 변호사
---------------
이재용 구속 7개월 만에 가석방…13일 출소
박범계 법무 ""국가 경제 상황 고려"" 
'취업 제한' 이재용, 향후 행보는?
김성훈 ""등기이사될 순 없지만 어차피 의사 결정은 가능""
경영권 승계·프로포폴 의혹 등 재판 진행중
내년 7월 전 '확정 판결' 가능성 낮아
추가 재판 중 '가석방'…특혜 논란 가열
법무부 ""지난해 67명, 추가 형사 사건 진행 중 가석방""
가석방 예비심사 기준 완화…맞춤형 특혜?
법무부 ""최근 3년간, 244명 형기 70% 못 채우고 가석방""
김성훈 ""법무부 근거, 그래봤자 1% 남짓한 수치""
김성훈 ""이번 결정, 기업 총수들 수사 자체 안된다는 논리""
김성훈 ""아예 정치적 사면했어야지…가석방으로 법 체계 파괴""
8·15 서울 집회에 10만 명 참가 예고
전광훈 ""2미터 간격, 대규모 1인 시위""
경찰 ""변형 1인 시위도 엄정 대응""
전광훈, 작년 광복절 집회 '감염병예방법' 위반 혐의
""검찰, 전광훈 기소 미적"" 비판…이유는? 
김성훈 ""사실상 봐주기 효과 나타나… 불법집회 계속돼""

https://imnews.imbc.com/replay/2021/nw1400/article/6292461_34915.html

#이재용, #가석방, #전광훈",정오뉴스 완전정복
올림픽 선수단 환영 속 귀국…3년 뒤 '파리' 기약 (2021.08.10/뉴스투데이/MBC),/watch?v=aC5tWDlu_qo,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|도쿄올림픽|배구|근대5종|선수단,2343,https://i.ytimg.com/vi/aC5tWDlu_qo/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"여자 배구대표팀과 근대 5종 대표팀 등 도쿄올림픽을 마친 우리나라 선수단이 어제저녁 귀국했습니다.

17일간 국민들에게 감동을 안긴 선수들은 팬들의 따뜻한 환영을 받았습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292341_34943.html
#도쿄올림픽, #배구, #근대5종",도쿄올림픽을 배구대표팀과
"""열린민주당 합치자""…네거티브 휴전 '아슬아슬' (2021.08.10/뉴스투데이/MBC)",/watch?v=oOVgQ3wEX4Q,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|추미애|이재명|열린민주당|대선,1813,https://i.ytimg.com/vi/oOVgQ3wEX4Q/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"민주당 대권주자인 추미애, 이재명 후보가 대선을 앞두고 열린민주당과의 범여권 통합을 공식 제안하고 나섰습니다. 
네거티브 중단을 선언한 이재명 이낙연 후보는 감정싸움은 일단 자제했지만 정책과 자질공방을 이어가면서 아슬아슬한 휴전에 들어갔습니다. 

https://imnews.imbc.com/replay/2021/nwtoday/article/6292349_34943.html
#추미애, #이재명, #열린민주당",자질공방을 열린민주당과의
"항소심 출석 전두환…20분 뒤 ""답답하다"" 퇴정 (2021.08.10/뉴스투데이/MBC)",/watch?v=Ws6caS_NjCU,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|전두환|광주,3087,https://i.ytimg.com/vi/Ws6caS_NjCU/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"전두환 씨가 석 달 만에 다시 법정에 섰습니다. 
고 조비오 신부의 명예를 훼손한 혐의가 인정돼 1심에서 실형을 선고받았지만 항소심 재판에는 줄곧 출석하지 않던 전 씨가 어제는 나온 겁니다. 
발포명령을 인정하느냐는 질문에는 묵묵부답이었고, 재판 도중 퇴장을 요청하기도 했습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292318_34943.html
#전두환, #광주, #조비오,",질문에는 발포명령을
[재택플러스] '파송송 계란탁' 옛말? 라면값도 부담 (2021.08.10/뉴스투데이/MBC),/watch?v=-Nf6PNhTzqw,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|재택플러스|파|라면|계란|물가,4226,https://i.ytimg.com/vi/-Nf6PNhTzqw/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"◀ 앵커 ▶

안녕하십니까, 재밌고 유용한 경제 정보를 전해드리는, 재택플러스 시간입니다.

영화 '파송송 계란탁'의 한 장면인데요, 이렇게 라면에 파 썰어 넣고, 달걀까지 풀어먹는 데 드는 비용 얼마나 들까요?

치솟는 밥상물가, 지난달에도 한 번 살펴봤는데, 소비자의 말 직접 들어보시죠.

◀ 리포트 ▶

[박소영]
""계란하고 파하고 들어가니까 계란값이 예전에 비해 두 배는 올랐어요, 부담이 많이 되죠.""

한 경제지의 분석 결과, 라면 1봉에 달걀 한 알, 파 한 대를 넣고 끊이는 비용이 최근 1년 새 10%가량 뛰었다고 합니다.

이렇게 끓이려면 소비자가 기준으론 이젠 비용이 1천 원을 넘어섰다는 건데요, 국제 곡물 가격 인상에 폭염, 조류 인플루엔자까지 겹친 결과라고 합니다.

지난달까지 2만 원대 안팎이던 수박 가격도 3만~4만 원대까지 올라 이젠 제철인 여름에도 먹기 부담스러운 상황이 됐는데,

이상 고온에 한밤에도 기온이 25도 이하로 떨어지지 않는 열대야로 수박 재배에 심각한 타격을 입었기 때문이라고 합니다.

이 밖에도 우유와 과자, 채소 등 대부분의 식료품 가격이 줄줄이 오르면서 장바구니 물가에 비상이 걸렸는데요.

실제 소비자물가는 넉 달 연속 2%대 인상 행진을 이어갔고, 6월 공급물가지수도 8.6% 올라 10여 년만에 최고치를 기록하고 있습니다.

◀ 앵커 ▶

한 달여 뒤면 추석인데요, 서민 가계에 직격탄을 날리는 밥상 물가, 안정세를 돕는 방안이 빨리 나와야 할 것 같습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292358_34943.html

#재택플러스, #라면, #계란",재택플러스 소비자물가는
